{301} 	4.3763563E-08	;
{302} 	1.8949994E-08	;
{303} 	2.1808789E-08	;
{304} 	4.8642836E-08	;
{305} 	3.1265419E-08	;
{306} 	6.4882798E-08	;
{307} 	5.0718878E-08	;
{308} 	3.4301010E-08	;
{309} 	3.1345039E-08	;
{310} 	1.5539998E-08	;
{311} 	2.2733488E-08	;
{312} 	3.3514439E-08	;
{313} 	3.3326465E-08	;
{314} 	2.8197075E-08	;
{315} 	5.3837155E-08	;
{316} 	3.4495521E-08	;
{317} 	4.3797332E-08	;
{318} 	3.6416644E-08	;
{319} 	4.2896112E-08	;
{320} 	5.3150785E-08	;
{321} 	2.2705494E-08	;
{322} 	5.7398946E-08	;
{323} 	2.0035236E-08	;
{324} 	3.8512205E-08	;
{325} 	7.2502594E-08	;
{326} 	2.0169201E-08	;
{327} 	7.1208085E-08	;
{328} 	4.5974645E-08	;
{329} 	3.4940019E-08	;
{330} 	7.4344271E-08	;
{331} 	3.3701614E-08	;
{332} 	6.0070256E-08	;
{333} 	2.9319004E-08	;
{334} 	5.8464583E-08	;
{335} 	5.9975889E-08	;
{336} 	7.3334263E-08	;
{337} 	5.0850559E-08	;
{338} 	9.7923255E-08	;
{339} 	6.2637803E-08	;
{340} 	6.8411921E-08	;
{341} 	6.4295875E-08	;
{342} 	5.2455839E-08	;
{343} 	5.2886520E-08	;
{344} 	5.9410215E-08	;
{345} 	3.9552258E-08	;
{346} 	4.1769077E-08	;
{347} 	5.7288652E-08	;
{348} 	4.9226522E-08	;
{349} 	3.5611261E-08	;
{350} 	3.3345252E-08	;
{351} 	4.3265779E-08	;
{352} 	4.6725344E-08	;
{353} 	6.7672246E-08	;
{354} 	5.7272842E-08	;
{355} 	4.5015543E-08	;
{356} 	7.2933084E-08	;
{357} 	4.0869249E-08	;
{358} 	4.3531120E-08	;
{359} 	4.6764349E-08	;
{360} 	3.7973557E-08	;
{361} 	5.5378163E-08	;
{362} 	5.9800833E-08	;
{363} 	4.8194654E-08	;
{364} 	3.4685005E-08	;
{365} 	6.1384895E-08	;
{366} 	2.9772218E-08	;
{367} 	3.4219330E-08	;
{368} 	6.2212905E-08	;
{369} 	7.5650192E-08	;
{370} 	4.5456069E-08	;
{371} 	4.5292232E-08	;
{372} 	3.6429043E-08	;
{373} 	3.7085769E-08	;
{374} 	1.9899998E-08	;
{375} 	3.9682799E-08	;
{376} 	4.4087372E-08	;
{377} 	4.1063636E-08	;
