{001} 	299.900		298.953		1.4645808E+01		1.5687522E-09	;
{002} 	300.900		299.403		1.6554506E+01		5.5107272E-08	;
{003} 	300.800		301.106		1.7975922E+01		2.8253925E-08	;
{004} 	299.600		297.753		1.5685703E+01		2.7806484E-08	;
{005} 	294.100		292.953		1.1425673E+01		1.0969217E-08	;
{006} 	296.900		292.503		1.0355371E+01		5.3071631E-08	;
{007} 	297.100		293.703		9.0929070E+00		3.7541646E-08	;
{008} 	298.100		297.103		1.3650704E+01		3.0994471E-08	;
{009} 	294.000		290.753		5.3648109E+00		6.4006358E-08	;
{010} 	298.000		295.755		1.1794473E+01		2.6135354E-09	;
{011} 	295.800		294.753		1.3400752E+01		7.6243580E-09	;
{012} 	296.700		291.253		6.7941771E+00		6.5554808E-08	;
{013} 	296.200		290.353		6.6114531E+00		4.9555201E-08	;
{014} 	292.900		289.153		8.6953154E+00		2.6025701E-08	;
{015} 	296.300		293.904		1.1835057E+01		9.9999564E-10	;
{016} 	299.900		298.198		1.6734823E+01		1.9038264E-08	;
{017} 	299.600		297.753		1.6235666E+01		4.6343049E-09	;
{018} 	296.800		295.704		1.4995440E+01		2.7834688E-09	;
{019} 	297.100		295.554		1.4735881E+01		6.7954562E-09	;
{020} 	298.600		298.800		1.8434193E+01		1.6359994E-08	;
{021} 	298.300		293.904		9.2883272E+00		5.3110710E-08	;
{022} 	297.000		291.704		8.3404789E+00		4.5154415E-08	;
{023} 	300.000		297.005		1.5855858E+01		9.7423660E-09	;
{024} 	299.400		298.453		1.5860764E+01		6.5664238E-08	;
{025} 	297.900		296.203		1.4455750E+01		5.6104899E-09	;
{026} 	299.400		298.403		1.6810787E+01		6.3753625E-08	;
{027} 	298.800		297.601		1.6675135E+01		1.2232961E-09	;
{028} 	297.800		295.403		9.5585947E+00		7.0304601E-08	;
{029} 	299.400		296.504		1.5155707E+01		7.0198347E-08	;
{030} 	299.700		295.554		1.4615806E+01		7.5815096E-09	;
{031} 	297.200		296.600		1.7104292E+01		9.4849968E-09	;
{032} 	297.300		296.853		1.5320914E+01		9.9999875E-10	;
{033} 	299.000		297.003		1.2185676E+01		5.4019488E-08	;
{034} 	298.400		296.303		1.5600828E+01		2.4524367E-09	;
{035} 	301.600		301.053		1.7055805E+01		3.4915669E-08	;
{036} 	299.300		298.753		1.7535290E+01		1.6456507E-08	;
{037} 	294.300		291.703		1.2015572E+01		2.9242635E-08	;
{038} 	298.100		296.704		1.4995708E+01		1.6850416E-09	;
{039} 	293.800		292.807		1.2730748E+01		1.8861860E-08	;
{040} 	295.000		289.653		8.5330019E+00		6.4165420E-08	;
{041} 	295.600		291.104		1.0965738E+01		5.4820333E-08	;
{042} 	295.800		295.802		1.5405652E+01		4.3560391E-08	;
{043} 	298.900		298.003		1.6240036E+01		5.0162306E-08	;
{044} 	302.300		302.505		1.8665653E+01		2.3167727E-08	;
{045} 	298.900		298.102		1.6174543E+01		3.2769652E-08	;
{046} 	300.000		298.454		1.6990925E+01		6.5026127E-09	;
{047} 	298.200		296.103		1.1740394E+01		6.2076552E-08	;
{048} 	292.000		290.100		1.1019538E+01		6.4479991E-08	;
{049} 	296.100		292.703		1.1010406E+01		7.7969190E-08	;
{050} 	298.400		296.353		1.6029596E+01		6.2768479E-09	;
{051} 	298.000		296.153		1.5100806E+01		1.5480157E-09	;
{052} 	296.400		294.253		1.2280524E+01		2.6692444E-08	;
{053} 	296.500		293.953		1.1750519E+01		4.0172246E-08	;
{054} 	299.900		299.101		1.4533941E+01		4.5008164E-08	;
{055} 	299.700		297.653		1.4830752E+01		6.8845736E-08	;
{056} 	298.600		294.652		1.0949448E+01		9.9998265E-10	;
{057} 	300.200		299.302		1.6515955E+01		5.4648378E-08	;
{058} 	295.200		293.403		1.2020672E+01		1.6663954E-08	;
{059} 	294.000		289.553		6.7250490E+00		7.2225184E-08	;
{060} 	298.800		298.749		1.6140785E+01		7.0022089E-08	;
{061} 	301.600		299.506		1.5215663E+01		7.1215595E-08	;
{062} 	298.800		296.355		1.4980639E+01		1.7209679E-08	;
{063} 	301.500		298.604		1.5435706E+01		7.1509305E-08	;
{064} 	299.700		299.153		1.7490932E+01		1.3400860E-08	;
{065} 	302.100		300.203		1.7025660E+01		4.8632078E-08	;
{066} 	296.000		293.303		1.1605603E+01		6.4940714E-08	;
{067} 	302.400		300.754		1.7955919E+01		4.6859196E-08	;
{068} 	295.600		293.456		1.4095821E+01		6.8881456E-09	;
{069} 	301.500		299.904		1.7240913E+01		6.1862146E-08	;
{070} 	299.500		297.203		1.6015821E+01		1.4166853E-08	;
{071} 	300.500		299.755		1.5724694E+01		7.1188701E-08	;
{072} 	300.400		299.253		1.6365780E+01		7.6335276E-08	;
{073} 	299.800		301.200		1.8235044E+01		6.2333349E-08	;
{074} 	291.000		289.303		1.0455652E+01		8.4384382E-08	;
{075} 	302.100		300.152		1.7980986E+01		6.5779780E-08	;
{076} 	300.900		299.853		1.8938803E+01		5.7190920E-08	;
{077} 	292.400		290.255		1.1092557E+01		6.4693332E-08	;
{078} 	302.300		300.901		1.8200172E+01		1.2646174E-08	;
{079} 	293.100		289.703		9.9308176E+00		6.5925050E-08	;
{080} 	296.900		294.954		1.2825047E+01		2.5647836E-08	;
{081} 	296.800		294.003		1.1860335E+01		4.7684576E-08	;
{082} 	300.800		299.651		1.7460756E+01		1.5063659E-08	;
{083} 	293.200		289.903		9.1800251E+00		1.2591088E-08	;
{084} 	292.100		291.202		1.2053279E+01		6.7934749E-08	;
{085} 	300.400		299.503		1.6509487E+01		1.7067036E-08	;
{086} 	298.400		297.253		1.6230877E+01		2.2816081E-08	;
{087} 	301.200		299.303		1.8284660E+01		5.3586689E-08	;
{088} 	292.500		291.900		1.2528498E+01		7.4373986E-08	;
{089} 	298.000		295.553		1.3755818E+01		4.9826269E-08	;
{090} 	302.300		299.854		1.8261539E+01		5.9338753E-08	;
{091} 	296.700		294.954		1.5175295E+01		3.6434521E-08	;
{092} 	299.800		298.902		1.7015999E+01		2.3053053E-08	;
{093} 	295.200		292.253		8.4307280E+00		1.2139908E-08	;
{094} 	294.900		294.852		1.1785383E+01		4.0992870E-08	;
{095} 	298.200		295.754		1.4995859E+01		3.0070279E-08	;
{096} 	293.400		291.603		1.1465449E+01		6.1598790E-08	;
{097} 	294.600		292.703		1.1330262E+01		5.0168168E-08	;
{098} 	299.600		297.353		1.5525784E+01		2.7025143E-08	;
{099} 	302.000		302.102		2.0100817E+01		2.8410746E-08	;
{100} 	302.500		304.300		2.3534731E+01		2.2929990E-08	;
{101} 	302.600		304.000		2.4044743E+01		1.9099996E-08	;
{102} 	303.700		301.953		2.0408318E+01		2.3573609E-08	;
{103} 	297.400		293.753		1.0870511E+01		1.5008496E-08	;
{104} 	294.800		290.903		9.7898550E+00		2.9723862E-08	;
{105} 	302.500		301.700		2.1379061E+01		1.5309999E-08	;
{106} 	298.200		296.903		1.7775515E+01		5.4071883E-08	;
{107} 	294.000		291.153		9.0836353E+00		6.0195994E-08	;
{108} 	295.100		292.853		1.1205371E+01		5.2180248E-08	;
{109} 	295.500		292.653		1.2575377E+01		3.9126327E-08	;
{110} 	301.200		303.053		2.1814550E+01		1.6890347E-08	;
{111} 	293.600		293.803		1.2265785E+01		2.3809319E-08	;
{112} 	302.500		301.703		1.7196142E+01		5.2217025E-08	;
{113} 	297.800		296.253		1.4045849E+01		2.9518510E-08	;
{114} 	302.700		302.502		2.1481110E+01		2.8121832E-08	;
{115} 	304.800		305.049		2.1320751E+01		2.6510325E-08	;
{116} 	300.800		301.603		2.0721096E+01		2.1590667E-08	;
{117} 	298.300		297.153		1.3290786E+01		5.4819424E-08	;
{118} 	297.300		297.400		1.4101683E+01		5.6277099E-08	;
{119} 	297.000		295.755		1.4730842E+01		4.4547694E-08	;
{120} 	294.400		293.403		1.1620406E+01		4.1401078E-09	;
{121} 	298.300		297.403		1.7130842E+01		2.9506165E-08	;
{122} 	293.900		290.353		9.4757195E+00		3.4137503E-08	;
{123} 	294.500		292.703		9.4127169E+00		6.7748736E-08	;
{124} 	295.200		294.053		1.2720584E+01		3.6722898E-08	;
{125} 	298.100		295.403		1.2815552E+01		5.3100834E-08	;
{126} 	298.600		297.353		1.5410583E+01		1.8670750E-08	;
{127} 	291.900		291.202		1.0325732E+01		5.4667698E-08	;
{128} 	297.600		294.853		1.3125296E+01		1.7500705E-08	;
{129} 	296.700		295.053		1.3965502E+01		1.9962057E-08	;
{130} 	293.800		292.253		1.2270344E+01		6.0006030E-08	;
{131} 	291.100		289.352		9.4405918E+00		6.5184501E-08	;
{132} 	294.000		291.004		1.1100694E+01		5.1682800E-08	;
{133} 	294.000		292.703		1.1785691E+01		4.9835787E-08	;
{134} 	293.400		292.453		1.2100635E+01		5.1504394E-08	;
{135} 	293.600		291.452		1.1725739E+01		5.7188171E-08	;
{136} 	296.500		294.403		1.2380527E+01		4.4232227E-08	;
{137} 	294.600		293.453		7.6861672E+00		4.9278242E-08	;
{138} 	297.400		293.804		1.2760630E+01		7.0625504E-08	;
{139} 	295.200		292.453		1.2215303E+01		3.2414558E-08	;
{140} 	294.300		293.103		1.3310412E+01		2.5064908E-08	;
{141} 	298.200		298.805		1.6575523E+01		1.8421398E-08	;
{142} 	292.500		286.704		5.5503573E+00		2.3604715E-08	;
{143} 	300.000		299.053		1.5290778E+01		1.5260998E-08	;
{144} 	295.600		294.153		1.3110636E+01		3.7288483E-08	;
{145} 	299.100		296.854		1.4230821E+01		2.4079531E-08	;
{146} 	297.700		295.553		1.2970702E+01		6.7040993E-08	;
{147} 	293.700		290.553		1.1365509E+01		7.8015233E-08	;
{148} 	300.900		299.703		1.6385927E+01		7.1597434E-08	;
{149} 	300.400		297.755		1.7285221E+01		1.1695311E-08	;
{150} 	301.900		302.556		1.9405771E+01		1.9971699E-08	;
{151} 	299.000		296.104		8.8144007E+00		7.4042511E-08	;
{152} 	293.200		290.003		1.0305308E+01		9.3423260E-08	;
{153} 	292.600		288.253		8.7236986E+00		6.0915077E-08	;
{154} 	291.300		288.653		9.5548820E+00		8.4038774E-08	;
{155} 	293.300		291.404		1.1446395E+01		7.0285672E-08	;
{156} 	293.000		291.303		1.1430638E+01		6.8448990E-08	;
{157} 	297.900		296.903		1.1160583E+01		7.4517715E-08	;
{158} 	295.900		294.455		1.4170853E+01		3.0558436E-08	;
{159} 	297.200		294.007		9.9230747E+00		4.6371124E-08	;
{160} 	301.700		299.802		1.5518275E+01		3.0967939E-08	;
{161} 	300.800		298.753		1.8485626E+01		6.7609577E-08	;
{162} 	297.100		292.153		7.4879684E+00		2.9227493E-08	;
{163} 	303.400		302.154		1.9807295E+01		2.1780878E-08	;
{164} 	300.600		297.747		1.3155512E+01		3.2195477E-08	;
{165} 	301.600		300.902		1.6839275E+01		2.1216501E-08	;
{166} 	301.500		300.552		1.8319044E+01		1.9022865E-08	;
{167} 	297.700		295.801		1.4675692E+01		2.5584580E-08	;
{168} 	301.000		300.952		2.0290464E+01		1.8932797E-08	;
{169} 	301.200		299.354		1.7799288E+01		1.1177459E-08	;
{170} 	303.100		301.099		1.7026196E+01		3.0011648E-08	;
{171} 	301.800		300.450		1.7939138E+01		1.8469597E-08	;
{172} 	300.700		299.353		1.5745690E+01		2.8883989E-08	;
{173} 	298.100		296.053		1.2860518E+01		4.7138634E-08	;
{174} 	291.000		289.903		1.0485608E+01		1.0513214E-07	;
{175} 	293.200		291.953		1.1180470E+01		8.5266656E-08	;
{176} 	289.500		286.953		9.5794754E+00		1.0755394E-07	;
{177} 	288.800		287.103		8.7461739E+00		7.8559395E-08	;
{178} 	301.600		301.507		1.8395567E+01		5.2153471E-08	;
{179} 	294.200		291.653		1.0760616E+01		4.5094829E-08	;
{180} 	295.400		293.153		1.2465505E+01		4.8451042E-08	;
{181} 	300.100		297.703		1.4075808E+01		4.2486111E-08	;
{182} 	298.900		297.604		1.6155689E+01		2.4862102E-08	;
{183} 	292.100		290.603		1.0660583E+01		5.8153152E-08	;
{184} 	301.000		299.153		1.6140722E+01		5.4011490E-08	;
{185} 	290.900		288.853		1.0069129E+01		7.0481455E-08	;
{186} 	297.500		292.353		1.0820262E+01		6.5515465E-08	;
{187} 	294.200		293.802		1.2115801E+01		2.9011879E-08	;
{188} 	296.900		294.953		1.3265497E+01		9.4935508E-08	;
{189} 	294.700		292.753		1.0900403E+01		3.2629107E-08	;
{190} 	294.600		291.103		9.1423206E+00		5.8632619E-08	;
{191} 	296.300		296.152		1.2285677E+01		2.5537986E-08	;
{192} 	291.800		291.152		1.1535763E+01		4.2933976E-08	;
{193} 	295.400		293.903		1.4130415E+01		7.8538882E-08	;
{194} 	296.100		292.653		1.1200523E+01		5.1750973E-08	;
{195} 	297.500		295.458		1.2456723E+01		6.2636623E-08	;
{196} 	298.500		297.553		1.3785594E+01		1.0671998E-07	;
{197} 	300.400		300.205		1.7670847E+01		8.0738715E-08	;
{198} 	299.000		295.753		1.0225636E+01		7.9112155E-08	;
{199} 	295.800		291.353		9.5697575E+00		8.0007169E-08	;
{200} 	294.000		289.953		7.7997470E+00		6.8416099E-08	;
{201} 	298.500		297.053		1.3775212E+01		1.0436423E-07	;
{202} 	298.800		296.803		1.4455704E+01		8.7253973E-08	;
{203} 	298.700		294.655		9.9587126E+00		7.9792109E-08	;
{204} 	295.200		292.553		1.0375138E+01		8.3928434E-08	;
{205} 	302.800		302.257		2.0288157E+01		9.9999009E-10	;
