{001} 	1.5687522E-09	;
{002} 	5.5107272E-08	;
{003} 	2.8253925E-08	;
{004} 	2.7806484E-08	;
{005} 	1.0969217E-08	;
{006} 	5.3071631E-08	;
{007} 	3.7541646E-08	;
{008} 	3.0994471E-08	;
{009} 	6.4006358E-08	;
{010} 	2.6135354E-09	;
{011} 	7.6243580E-09	;
{012} 	6.5554808E-08	;
{013} 	4.9555201E-08	;
{014} 	2.6025701E-08	;
{015} 	9.9999564E-10	;
{016} 	1.9038264E-08	;
{017} 	4.6343049E-09	;
{018} 	2.7834688E-09	;
{019} 	6.7954562E-09	;
{020} 	1.6359994E-08	;
{021} 	5.3110710E-08	;
{022} 	4.5154415E-08	;
{023} 	9.7423660E-09	;
{024} 	6.5664238E-08	;
{025} 	5.6104899E-09	;
{026} 	6.3753625E-08	;
{027} 	1.2232961E-09	;
{028} 	7.0304601E-08	;
{029} 	7.0198347E-08	;
{030} 	7.5815096E-09	;
{031} 	9.4849968E-09	;
{032} 	9.9999875E-10	;
{033} 	5.4019488E-08	;
{034} 	2.4524367E-09	;
{035} 	3.4915669E-08	;
{036} 	1.6456507E-08	;
{037} 	2.9242635E-08	;
{038} 	1.6850416E-09	;
{039} 	1.8861860E-08	;
{040} 	6.4165420E-08	;
{041} 	5.4820333E-08	;
{042} 	4.3560391E-08	;
{043} 	5.0162306E-08	;
{044} 	2.3167727E-08	;
{045} 	3.2769652E-08	;
{046} 	6.5026127E-09	;
{047} 	6.2076552E-08	;
{048} 	6.4479991E-08	;
{049} 	7.7969190E-08	;
{050} 	6.2768479E-09	;
{051} 	1.5480157E-09	;
{052} 	2.6692444E-08	;
{053} 	4.0172246E-08	;
{054} 	4.5008164E-08	;
{055} 	6.8845736E-08	;
{056} 	9.9998265E-10	;
{057} 	5.4648378E-08	;
{058} 	1.6663954E-08	;
{059} 	7.2225184E-08	;
{060} 	7.0022089E-08	;
{061} 	7.1215595E-08	;
{062} 	1.7209679E-08	;
{063} 	7.1509305E-08	;
{064} 	1.3400860E-08	;
{065} 	4.8632078E-08	;
{066} 	6.4940714E-08	;
{067} 	4.6859196E-08	;
{068} 	6.8881456E-09	;
{069} 	6.1862146E-08	;
{070} 	1.4166853E-08	;
{071} 	7.1188701E-08	;
{072} 	7.6335276E-08	;
{073} 	6.2333349E-08	;
{074} 	8.4384382E-08	;
{075} 	6.5779780E-08	;
{076} 	5.7190920E-08	;
{077} 	6.4693332E-08	;
{078} 	1.2646174E-08	;
{079} 	6.5925050E-08	;
{080} 	2.5647836E-08	;
{081} 	4.7684576E-08	;
{082} 	1.5063659E-08	;
{083} 	1.2591088E-08	;
{084} 	6.7934749E-08	;
{085} 	1.7067036E-08	;
{086} 	2.2816081E-08	;
{087} 	5.3586689E-08	;
{088} 	7.4373986E-08	;
{089} 	4.9826269E-08	;
{090} 	5.9338753E-08	;
{091} 	3.6434521E-08	;
{092} 	2.3053053E-08	;
{093} 	1.2139908E-08	;
{094} 	4.0992870E-08	;
{095} 	3.0070279E-08	;
{096} 	6.1598790E-08	;
{097} 	5.0168168E-08	;
{098} 	2.7025143E-08	;
{099} 	2.8410746E-08	;
{100} 	2.2929990E-08	;
{101} 	1.9099996E-08	;
{102} 	2.3573609E-08	;
{103} 	1.5008496E-08	;
{104} 	2.9723862E-08	;
{105} 	1.5309999E-08	;
{106} 	5.4071883E-08	;
{107} 	6.0195994E-08	;
{108} 	5.2180248E-08	;
{109} 	3.9126327E-08	;
{110} 	1.6890347E-08	;
{111} 	2.3809319E-08	;
{112} 	5.2217025E-08	;
{113} 	2.9518510E-08	;
{114} 	2.8121832E-08	;
{115} 	2.6510325E-08	;
{116} 	2.1590667E-08	;
{117} 	5.4819424E-08	;
{118} 	5.6277099E-08	;
{119} 	4.4547694E-08	;
{120} 	4.1401078E-09	;
{121} 	2.9506165E-08	;
{122} 	3.4137503E-08	;
{123} 	6.7748736E-08	;
{124} 	3.6722898E-08	;
{125} 	5.3100834E-08	;
{126} 	1.8670750E-08	;
{127} 	5.4667698E-08	;
{128} 	1.7500705E-08	;
{129} 	1.9962057E-08	;
{130} 	6.0006030E-08	;
{131} 	6.5184501E-08	;
{132} 	5.1682800E-08	;
{133} 	4.9835787E-08	;
{134} 	5.1504394E-08	;
{135} 	5.7188171E-08	;
{136} 	4.4232227E-08	;
{137} 	4.9278242E-08	;
{138} 	7.0625504E-08	;
{139} 	3.2414558E-08	;
{140} 	2.5064908E-08	;
{141} 	1.8421398E-08	;
{142} 	2.3604715E-08	;
{143} 	1.5260998E-08	;
{144} 	3.7288483E-08	;
{145} 	2.4079531E-08	;
{146} 	6.7040993E-08	;
{147} 	7.8015233E-08	;
{148} 	7.1597434E-08	;
{149} 	1.1695311E-08	;
{150} 	1.9971699E-08	;
{151} 	7.4042511E-08	;
{152} 	9.3423260E-08	;
{153} 	6.0915077E-08	;
{154} 	8.4038774E-08	;
{155} 	7.0285672E-08	;
{156} 	6.8448990E-08	;
{157} 	7.4517715E-08	;
{158} 	3.0558436E-08	;
{159} 	4.6371124E-08	;
{160} 	3.0967939E-08	;
{161} 	6.7609577E-08	;
{162} 	2.9227493E-08	;
{163} 	2.1780878E-08	;
{164} 	3.2195477E-08	;
{165} 	2.1216501E-08	;
{166} 	1.9022865E-08	;
{167} 	2.5584580E-08	;
{168} 	1.8932797E-08	;
{169} 	1.1177459E-08	;
{170} 	3.0011648E-08	;
{171} 	1.8469597E-08	;
{172} 	2.8883989E-08	;
{173} 	4.7138634E-08	;
{174} 	1.0513214E-07	;
{175} 	8.5266656E-08	;
{176} 	1.0755394E-07	;
{177} 	7.8559395E-08	;
{178} 	5.2153471E-08	;
{179} 	4.5094829E-08	;
{180} 	4.8451042E-08	;
{181} 	4.2486111E-08	;
{182} 	2.4862102E-08	;
{183} 	5.8153152E-08	;
{184} 	5.4011490E-08	;
{185} 	7.0481455E-08	;
{186} 	6.5515465E-08	;
{187} 	2.9011879E-08	;
{188} 	9.4935508E-08	;
{189} 	3.2629107E-08	;
{190} 	5.8632619E-08	;
{191} 	2.5537986E-08	;
{192} 	4.2933976E-08	;
{193} 	7.8538882E-08	;
{194} 	5.1750973E-08	;
{195} 	6.2636623E-08	;
{196} 	1.0671998E-07	;
{197} 	8.0738715E-08	;
{198} 	7.9112155E-08	;
{199} 	8.0007169E-08	;
{200} 	6.8416099E-08	;
{201} 	1.0436423E-07	;
{202} 	8.7253973E-08	;
{203} 	7.9792109E-08	;
{204} 	8.3928434E-08	;
{205} 	9.9999009E-10	;
{206} 	1.7737957E-08	;
{207} 	9.9999997E-10	;
{208} 	3.7935799E-08	;
{209} 	6.6546292E-08	;
{210} 	9.2378151E-08	;
{211} 	7.9851880E-08	;
{212} 	8.9999801E-08	;
{213} 	9.3870078E-08	;
{214} 	8.6496129E-08	;
{215} 	2.1153795E-08	;
{216} 	2.3009004E-08	;
{217} 	2.4551134E-08	;
{218} 	5.3777935E-08	;
{219} 	6.0800716E-08	;
{220} 	2.3615139E-09	;
{221} 	1.8352944E-08	;
{222} 	7.5472151E-08	;
{223} 	4.6965294E-08	;
{224} 	1.0189670E-07	;
{225} 	1.0939804E-07	;
{226} 	1.1748531E-09	;
{227} 	5.0377910E-08	;
{228} 	8.7639741E-08	;
{229} 	2.3687183E-09	;
{230} 	1.3244726E-09	;
{231} 	9.2932417E-08	;
{232} 	3.4477075E-08	;
{233} 	2.1944615E-08	;
{234} 	9.1613430E-08	;
{235} 	1.7988834E-08	;
{236} 	2.7568392E-08	;
{237} 	1.7194932E-08	;
{238} 	2.0120225E-08	;
{239} 	1.3105679E-08	;
{240} 	7.0650408E-08	;
{241} 	2.0253147E-08	;
{242} 	8.9053174E-08	;
{243} 	2.2751143E-08	;
{244} 	7.7217273E-08	;
{245} 	1.1941225E-07	;
{246} 	8.7380535E-08	;
{247} 	7.0787827E-08	;
{248} 	1.0849053E-07	;
{249} 	1.0120326E-07	;
{250} 	2.0607853E-08	;
{251} 	9.0910937E-08	;
{252} 	1.1415790E-07	;
{253} 	1.2367533E-07	;
{254} 	2.6615270E-08	;
{255} 	1.2019372E-08	;
{256} 	1.3214947E-07	;
{257} 	1.0676064E-07	;
{258} 	8.6070237E-08	;
{259} 	8.5313317E-08	;
{260} 	5.1401770E-08	;
{261} 	8.0117772E-08	;
{262} 	3.0762994E-08	;
{263} 	9.1380670E-08	;
{264} 	2.7050001E-08	;
{265} 	8.7058638E-08	;
{266} 	3.5185618E-08	;
{267} 	4.5536101E-08	;
{268} 	4.4496115E-08	;
{269} 	4.5300844E-08	;
{270} 	8.3350770E-08	;
{271} 	5.8274985E-08	;
{275} 	1.9861220E-08	;
{276} 	2.3191655E-08	;
{277} 	2.6355961E-08	;
{278} 	2.6228118E-08	;
{279} 	5.0593538E-08	;
{280} 	1.7272711E-08	;
{281} 	2.6090534E-08	;
{285} 	3.6231924E-08	;
{286} 	5.1647664E-08	;
{287} 	4.8412325E-08	;
{291} 	4.0018694E-08	;
{292} 	4.6573351E-08	;
{293} 	3.9019987E-08	;
{294} 	2.2178522E-08	;
{295} 	1.0605116E-08	;
{296} 	3.8642206E-08	;
