{301} 	{301} 	245.001		2.5776681E-03		7.8863977E-06	;
{302} 	{302} 	242.596		2.5218080E-03		7.9739730E-06	;
{303} 	{303} 	244.259		2.8988330E-03		8.0957770E-06	;
{304} 	{304} 	240.240		3.1418861E-03		7.9119682E-06	;
{305} 	{305} 	242.607		3.1538259E-03		7.9701995E-06	;
{306} 	{306} 	231.987		3.1536650E-03		7.8210660E-06	;
{307} 	{307} 	240.161		3.1356262E-03		7.9046813E-06	;
{308} 	{308} 	244.672		2.6024631E-03		7.9648098E-06	;
{309} 	{309} 	241.138		3.0762148E-03		8.0461778E-06	;
{310} 	{310} 	241.849		2.4845072E-03		8.2296401E-06	;
{311} 	{311} 	241.185		3.1511118E-03		7.8326848E-06	;
{312} 	{312} 	240.475		3.2546632E-03		7.8002204E-06	;
{313} 	{313} 	240.455		3.2650218E-03		7.9745178E-06	;
{314} 	{314} 	237.616		3.1816587E-03		8.1873468E-06	;
{315} 	{315} 	242.560		3.0929644E-03		8.0278114E-06	;
{316} 	{316} 	240.135		3.2538683E-03		7.9847969E-06	;
{317} 	{317} 	243.789		3.1772978E-03		8.1478138E-06	;
{318} 	{318} 	242.436		2.9924188E-03		8.2697616E-06	;
{319} 	{319} 	234.765		3.1070360E-03		7.7754075E-06	;
{320} 	{320} 	246.262		2.6977609E-03		8.0947502E-06	;
{321} 	{321} 	242.555		2.4781402E-03		8.2795323E-06	;
{322} 	{322} 	238.054		3.1657470E-03		8.1595017E-06	;
{323} 	{323} 	234.719		3.2571151E-03		8.2129118E-06	;
{324} 	{324} 	232.922		2.5031411E-03		8.3960194E-06	;
{325} 	{325} 	244.090		2.8033154E-03		8.0796372E-06	;
{326} 	{326} 	245.007		2.5301955E-03		8.0480140E-06	;
{327} 	{327} 	241.973		3.2128759E-03		8.2048518E-06	;
{328} 	{328} 	249.633		2.6723882E-03		7.9690417E-06	;
{329} 	{329} 	248.440		2.7227884E-03		7.9224446E-06	;
{330} 	{330} 	242.855		3.1564934E-03		8.2665529E-06	;
{331} 	{331} 	241.284		2.4872893E-03		8.2369143E-06	;
{332} 	{332} 	237.176		2.7146335E-03		8.0697309E-06	;
{333} 	{333} 	240.456		3.2371795E-03		8.2228971E-06	;
{334} 	{334} 	246.221		2.8516231E-03		8.0200462E-06	;
{335} 	{335} 	244.510		2.7567004E-03		8.0716345E-06	;
{336} 	{336} 	245.881		2.4639787E-03		7.8355761E-06	;
{337} 	{337} 	249.055		2.6529182E-03		7.6727129E-06	;
{338} 	{338} 	238.502		3.0477776E-03		8.1502067E-06	;
{339} 	{339} 	243.929		2.6963460E-03		7.7984905E-06	;
{340} 	{340} 	235.314		2.5693860E-03		7.9406964E-06	;
{341} 	{341} 	238.268		2.6574051E-03		7.8504627E-06	;
{342} 	{342} 	243.989		2.8156494E-03		7.9875281E-06	;
{343} 	{343} 	244.274		2.8185586E-03		7.9731417E-06	;
{344} 	{344} 	231.496		2.4861470E-03		7.8200683E-06	;
{345} 	{345} 	248.233		2.7000871E-03		7.6139072E-06	;
{346} 	{346} 	244.081		2.5814346E-03		7.6640554E-06	;
{347} 	{347} 	245.900		2.9276058E-03		7.8023204E-06	;
{348} 	{348} 	246.872		2.6105780E-03		7.4616314E-06	;
{349} 	{349} 	241.323		2.6767394E-03		7.7595514E-06	;
{350} 	{350} 	244.057		2.6789613E-03		7.7920031E-06	;
{351} 	{351} 	243.240		2.8604835E-03		7.8722915E-06	;
{352} 	{352} 	239.963		2.6563988E-03		8.0620148E-06	;
{353} 	{353} 	244.007		3.1812510E-03		7.4102113E-06	;
{354} 	{354} 	248.532		2.7055293E-03		7.3835927E-06	;
{355} 	{355} 	244.976		2.8586455E-03		7.8400253E-06	;
{356} 	{356} 	224.455		3.2757395E-03		7.7001241E-06	;
{357} 	{357} 	238.633		2.8596893E-03		7.7166815E-06	;
{358} 	{358} 	242.397		2.7062125E-03		7.7379600E-06	;
{359} 	{359} 	242.387		2.7246850E-03		7.6931419E-06	;
{360} 	{360} 	238.701		2.8608683E-03		7.7422128E-06	;
{361} 	{361} 	243.211		2.7104425E-03		7.6189240E-06	;
{362} 	{362} 	232.997		3.1529060E-03		7.8876501E-06	;
{363} 	{363} 	248.417		2.7605484E-03		7.5610815E-06	;
{364} 	{364} 	237.123		2.9635949E-03		7.7505301E-06	;
{365} 	{365} 	243.349		2.7842426E-03		7.6394936E-06	;
{366} 	{366} 	238.620		2.9268146E-03		7.6073538E-06	;
{367} 	{367} 	245.713		2.5903948E-03		7.9780357E-06	;
{368} 	{368} 	236.246		2.5811908E-03		8.0732380E-06	;
{369} 	{369} 	241.271		2.6106627E-03		7.8958656E-06	;
{370} 	{370} 	241.457		2.7398579E-03		7.7189161E-06	;
{371} 	{371} 	248.347		2.7251253E-03		7.7065743E-06	;
{372} 	{372} 	239.161		2.6059556E-03		8.0970840E-06	;
{373} 	{373} 	243.415		2.5302283E-03		7.9291385E-06	;
{374} 	{374} 	246.358		2.8717967E-03		7.7110117E-06	;
{375} 	{375} 	240.590		2.6219646E-03		8.0837317E-06	;
{376} 	{376} 	245.649		2.6052028E-03		7.9730262E-06	;
{377} 	{377} 	236.764		2.9516709E-03		7.6238221E-06	;
