{001} 	1.4645808E+01	;
{002} 	1.6554506E+01	;
{003} 	1.7975922E+01	;
{004} 	1.5685703E+01	;
{005} 	1.1425673E+01	;
{006} 	1.0355371E+01	;
{007} 	9.0929070E+00	;
{008} 	1.3650704E+01	;
{009} 	5.3648109E+00	;
{010} 	1.1794473E+01	;
{011} 	1.3400752E+01	;
{012} 	6.7941771E+00	;
{013} 	6.6114531E+00	;
{014} 	8.6953154E+00	;
{015} 	1.1835057E+01	;
{016} 	1.6734823E+01	;
{017} 	1.6235666E+01	;
{018} 	1.4995440E+01	;
{019} 	1.4735881E+01	;
{020} 	1.8434193E+01	;
{021} 	9.2883272E+00	;
{022} 	8.3404789E+00	;
{023} 	1.5855858E+01	;
{024} 	1.5860764E+01	;
{025} 	1.4455750E+01	;
{026} 	1.6810787E+01	;
{027} 	1.6675135E+01	;
{028} 	9.5585947E+00	;
{029} 	1.5155707E+01	;
{030} 	1.4615806E+01	;
{031} 	1.7104292E+01	;
{032} 	1.5320914E+01	;
{033} 	1.2185676E+01	;
{034} 	1.5600828E+01	;
{035} 	1.7055805E+01	;
{036} 	1.7535290E+01	;
{037} 	1.2015572E+01	;
{038} 	1.4995708E+01	;
{039} 	1.2730748E+01	;
{040} 	8.5330019E+00	;
{041} 	1.0965738E+01	;
{042} 	1.5405652E+01	;
{043} 	1.6240036E+01	;
{044} 	1.8665653E+01	;
{045} 	1.6174543E+01	;
{046} 	1.6990925E+01	;
{047} 	1.1740394E+01	;
{048} 	1.1019538E+01	;
{049} 	1.1010406E+01	;
{050} 	1.6029596E+01	;
{051} 	1.5100806E+01	;
{052} 	1.2280524E+01	;
{053} 	1.1750519E+01	;
{054} 	1.4533941E+01	;
{055} 	1.4830752E+01	;
{056} 	1.0949448E+01	;
{057} 	1.6515955E+01	;
{058} 	1.2020672E+01	;
{059} 	6.7250490E+00	;
{060} 	1.6140785E+01	;
{061} 	1.5215663E+01	;
{062} 	1.4980639E+01	;
{063} 	1.5435706E+01	;
{064} 	1.7490932E+01	;
{065} 	1.7025660E+01	;
{066} 	1.1605603E+01	;
{067} 	1.7955919E+01	;
{068} 	1.4095821E+01	;
{069} 	1.7240913E+01	;
{070} 	1.6015821E+01	;
{071} 	1.5724694E+01	;
{072} 	1.6365780E+01	;
{073} 	1.8235044E+01	;
{074} 	1.0455652E+01	;
{075} 	1.7980986E+01	;
{076} 	1.8938803E+01	;
{077} 	1.1092557E+01	;
{078} 	1.8200172E+01	;
{079} 	9.9308176E+00	;
{080} 	1.2825047E+01	;
{081} 	1.1860335E+01	;
{082} 	1.7460756E+01	;
{083} 	9.1800251E+00	;
{084} 	1.2053279E+01	;
{085} 	1.6509487E+01	;
{086} 	1.6230877E+01	;
{087} 	1.8284660E+01	;
{088} 	1.2528498E+01	;
{089} 	1.3755818E+01	;
{090} 	1.8261539E+01	;
{091} 	1.5175295E+01	;
{092} 	1.7015999E+01	;
{093} 	8.4307280E+00	;
{094} 	1.1785383E+01	;
{095} 	1.4995859E+01	;
{096} 	1.1465449E+01	;
{097} 	1.1330262E+01	;
{098} 	1.5525784E+01	;
{099} 	2.0100817E+01	;
{100} 	2.3534731E+01	;
{101} 	2.4044743E+01	;
{102} 	2.0408318E+01	;
